"Treatment.1"	"Treatment.2"	"Treatment.3"	"Treatment.4"	"Treatment.5"	"Treatment.6"	"Treatment.7"	"Treatment.8"	"Treatment.9"	"Treatment.10"	"Control.1"	"Control.2"	"Control.3"	"Control.4"	"Control.5"	"Control.6"	"Control.7"	"Control.8"	"Control.9"	"Control.10"
1.02830555897581	-1.01723592186461	0.317288621664067	-0.303078340662447	0.140918602487075	1.19405846864325	-0.981469167103179	-1.2656850150664	0.673989094814515	0.784769541460566	0.763874238069443	0.042258062071872	2.00961970637033	0.771989495933481	-0.472237230086513	1.31778591028062	-0.306549482355145	2.22014756242597	0.392355343527932	0.402018691529977
0.0621394044241196	2.0719685327987	-0.0625362807417453	1.3924945919292	0.036209646314186	-0.417999854297497	-0.0788554028057435	-0.160598224620765	-1.85409186055849	1.93492524598164	-0.990896420880975	1.82786270895201	1.21389640882789	0.981763627816062	2.17896458736657	1.85520642742887	1.63595018228997	1.06549190502311	0.643857066947131	2.52157758309472
-0.00817406651955655	0.0705054011520106	0.649357588017889	0.111242742277003	0.942185771961251	1.05809635975299	0.965019428271318	-0.938456996680523	-1.01997968700208	0.038332466006872	0.575647602701047	0.453240200901529	0.188451262979543	0.811548659384669	0.712745705899762	1.62786299051749	1.34133125605738	-0.110473789797664	0.35493912960441	3.53592128156016
1.78266797683662	0.0732298758526826	-1.09567248513857	1.05806532805002	-1.81022376248812	0.0781765820682309	-2.17641651401287	-1.62365513567829	0.482795002069869	-1.08568476201559	0.0718764772889093	-0.0332210849961464	0.344404907649565	0.35966102918382	-0.182925704583942	-1.52013106018859	0.375217560479299	-0.894130390883747	0.443814961045026	0.882887704227074
0.794906927035353	-0.886167535497623	-0.00178883423945079	-1.70165820938413	-1.28605516774612	0.17427762459989	0.512792711783897	-0.199216330009139	-1.81494316009071	-0.327814982190868	1.4746660041831	2.91860281478895	1.44194845601523	-0.194553646236737	-2.06054959649673	1.09567734488422	1.29384321175769	1.00238164956507	0.00748628852079969	0.481660743196605
-0.602026935354641	-0.0543998301850871	0.900879472492159	-0.455622242066836	1.10744583633331	-0.645499523606766	-0.747863700106872	-0.83416091495306	0.159731780972701	1.36781495921233	-0.405498080634846	1.2058881330715	1.56516797876288	-0.675677427459139	2.69779879673194	1.05671033428995	-1.20347009781255	1.25240881257994	0.939462607979183	1.01268747203613
2.52756333519394	-0.000926120546788789	0.010523607241935	0.0417530785909632	-1.41604435590446	0.495483346503359	-1.17124069930508	1.4237985353981	-0.282615844341753	0.849670075650777	0.39692268548311	1.44011214337903	2.31312182433793	0.171632763615781	-0.403218052166066	0.147720033805549	2.06446572767052	0.203278339109451	1.43992082457326	0.463411138620529
-0.316045524222756	2.23444163553585	0.892602703479541	0.381246248987125	0.926076364584102	-0.284984476337514	0.0221649611701248	-1.28484213753303	0.561272232977957	0.302911383430689	0.321064900526851	1.97658496348559	-1.07911428433501	1.00165594779122	-0.405632665110601	0.669150014612804	-0.511016189713019	1.09091141820864	0.455535177046373	0.907664211968354
-0.429720755343988	-0.817109842926265	-0.68324844274702	-0.742897589276536	1.59392645030733	-0.9289055534969	2.32903437999749	1.78616924585315	-0.152584072528274	1.07112447784332	-0.445298740520376	0.908423918117903	1.05751900959587	0.891097357303025	1.51130118617033	0.671639373893113	0.10952967383234	0.651744832012058	-2.60412885229893	1.92980532630598
0.360270816620908	0.461160027353273	-1.20360503482547	-1.62709130601186	-1.49483591560502	1.68943888446313	-1.84790144692491	0.133982281887535	0.0529305050298303	1.67996530674987	-0.845407520145631	2.77523204917527	2.83755241130563	2.64265668050496	1.12712012659857	1.26354090022058	0.614484691383383	-0.939808022946352	0.146313612109981	1.1200305674994
